"","LevelD","MM1","MM2","MM3","MM4","MV1","MV2","MV3","UM1","UM2","UM3","UM4","UM5","Order","LevelA","LevelB","LevelC_id","LevelC","LevelD_id","EC"
"5057","K03949",0,0,0,0,344,0,0,0,0,0,0,0,2190,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFA5; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5									",""
"5058","K03950",0,182,0,0,414,0,0,141,0,0,0,54,2191,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6									",""
"5059","K03951",0,0,0,0,20,0,0,0,0,0,0,0,2192,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7									",""
"5060","K03953",173,193,100,10,231,128,36,225,131,128,181,271,2194,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9									",""
"5061","K03955",295,218,96,0,420,150,132,272,164,191,429,410,2196,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1									",""
"5062","K03959",0,0,0,0,63,0,4,14,0,6,0,15,2202,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFB3; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3									",""
"5063","K03961",0,0,0,0,0,0,0,25,0,0,0,0,2204,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFB5; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5									",""
"5064","K03962",0,0,16,0,56,0,0,0,0,0,37,0,2205,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFB6; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6									",""
"5065","K03965",0,162,82,0,127,0,0,0,75,0,102,0,2208,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9									",""
"5066","K03966",0,0,0,0,0,0,0,49,82,39,0,0,2209,"Metabolism","Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190]","NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10									",""
"5067","K03969",3934,4738,1327,1284,5540,1229,1079,3623,3173,4592,5773,6166,18860,"","",NA,"","phage shock protein A",""
"5068","K03972",723,555,119,120,773,583,30,430,652,697,529,529,18862,"","",NA,"","phage shock protein E",""
"5069","K03973",2049,1058,208,93,1835,641,301,2520,925,1879,2065,2234,18861,"","",NA,"","phage shock protein C",""
"5070","K03975",11730,8975,2515,1920,14872,4571,2237,11104,9561,10584,10901,15957,16569,"","",NA,"","membrane-associated protein",""
"5071","K03977",0,0,0,0,0,0,0,0,0,0,441,0,16838,"","",NA,"",NA,""
"5072","K03979",0,0,0,0,0,0,0,0,0,0,480,0,16839,"","",NA,"",NA,""
"5073","K03980",4005,3921,1511,722,4691,1119,764,3917,3667,4351,4653,6380,5434,"Metabolism","Glycan biosynthesis and metabolism",550,"Peptidoglycan biosynthesis [PATH:ko00550]","murJ	 mviN; putative peptidoglycan lipid II flippase								",""
"5074","K03981",2650,1729,601,397,2666,648,321,2230,2192,2240,1953,3113,19435,"","",NA,"","thiol",""
"5075","K04003",0,0,0,0,0,0,0,0,0,5,0,0,16840,"","",NA,"",NA,""
"5076","K04004",0,3,0,0,0,0,3,0,0,1,0,0,16841,"","",NA,"",NA,""
"5077","K04007",0,0,0,0,80,0,14,0,0,0,3,0,16842,"","",NA,"",NA,""
"5078","K04012",0,0,0,0,0,0,0,0,0,0,0,1,16843,"","",NA,"",NA,""
"5079","K04013",0,0,0,0,0,0,0,42,220,33,12,17,16844,"","",NA,"",NA,""
"5080","K04015",4,16,9,0,5,0,0,64,51,7,27,12,16032,"","",NA,"","formate-dependent nitrate reductase complex, transmembrane protein",""
"5081","K04017",0,0,6,0,0,0,0,12,0,0,0,0,16845,"","",NA,"",NA,""
"5082","K04018",0,28,0,0,0,0,0,0,0,0,20,19,16846,"","",NA,"",NA,""
"5083","K04019",742,358,168,147,360,221,0,1003,992,1189,768,1681,3279,"Metabolism","Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564]","eutA; ethanolamine utilization protein EutA									",""
"5084","K04020",295,225,202,69,334,55,33,255,293,267,327,472,1699,"Metabolism","Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620]","eutD; phosphotransacetylase									",""
"5085","K04021",478,565,277,32,813,263,153,566,816,886,637,1303,1694,"Metabolism","Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620]","eutE; aldehyde dehydrogenase									",""
"5086","K04022",224,139,81,48,287,83,69,320,279,216,403,184,977,"Metabolism","Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis [PATH:ko00010]","eutG; alcohol dehydrogenase									",""
"5087","K04023",0,82,0,0,13,0,0,0,0,96,11,0,16847,"","",NA,"",NA,""
"5088","K04024",295,108,91,0,220,22,0,1019,421,1060,687,633,15942,"","",NA,"","ethanolamine utilization protein EutJ",""
"5089","K04026",206,189,117,0,431,51,185,111,54,337,114,796,15943,"","",NA,"","ethanolamine utilization protein EutL",""
"5090","K04027",1840,1146,351,225,2982,530,230,1914,1754,2077,1838,3589,15944,"","",NA,"","ethanolamine utilization protein EutM",""
"5091","K04028",2635,3356,1173,222,4564,1919,1230,5919,3777,7911,5868,9800,15945,"","",NA,"","ethanolamine utilization protein EutN",""
"5092","K04030",284,153,0,0,370,65,0,471,464,114,300,257,15946,"","",NA,"","ethanolamine utilization protein EutQ",""
"5093","K04031",0,0,0,0,0,0,0,68,0,0,0,0,16848,"","",NA,"",NA,""
"5094","K04034",802,759,130,73,1768,490,242,1122,1124,1303,1275,1206,5870,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","bchE; anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase ","[EC:4.-.-.-]									"
"5095","K04035",3038,2573,1422,704,4546,1165,686,2779,1529,2271,2683,1421,5871,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","E1.14.13.81	 acsF	 chlE; magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase ","[EC:1.14.13.81]							"
"5096","K04036",0,189,41,0,77,0,156,0,0,26,129,0,5873,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","bchJ; divinyl protochlorophyllide a 8-vinyl-reductase ","[EC:1.-.-.-]									"
"5097","K04037",2220,2129,709,315,3045,762,950,1828,2205,1381,4227,1355,5875,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","chlL; light-independent protochlorophyllide reductase subunit L ","[EC:1.3.7.7]									"
"5098","K04038",1352,1271,385,369,1624,531,438,1080,572,1182,2371,408,5876,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","chlN; light-independent protochlorophyllide reductase subunit N ","[EC:1.3.7.7]									"
"5099","K04039",2154,1480,712,335,2227,243,473,1573,881,1027,2158,1129,5877,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","chlB; light-independent protochlorophyllide reductase subunit B ","[EC:1.3.7.7]									"
"5100","K04040",1439,1191,726,389,1941,820,262,1390,698,1096,1827,282,5878,"Metabolism","Metabolism of cofactors and vitamins",860,"Porphyrin and chlorophyll metabolism [PATH:ko00860]","chlG	 bchG; chlorophyll synthase ","[EC:2.5.1.62]								"
"5101","K04041",359,188,68,54,475,186,0,358,438,372,591,511,930,"Metabolism","Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis [PATH:ko00010]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5102","K04041",359,188,68,54,475,186,0,358,438,372,591,511,151,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5103","K04041",359,188,68,54,475,186,0,358,438,372,591,511,2466,"Metabolism","Energy metabolism",710,"Carbon fixation in photosynthetic organisms [PATH:ko00710]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5104","K04041",359,188,68,54,475,186,0,358,438,372,591,511,1256,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5105","K04041",359,188,68,54,475,186,0,358,438,372,591,511,2661,"Metabolism","Energy metabolism",680,"Methane metabolism [PATH:ko00680]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5106","K04041",359,188,68,54,475,186,0,358,438,372,591,511,1143,"Metabolism","Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030]","fbp3; fructose-1	6-bisphosphatase III ","[EC:3.1.3.11]								"
"5107","K04042",10045,9842,2857,2526,15344,4065,2565,12214,11625,11728,12705,15473,1548,"Metabolism","Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase ","[EC:2.7.7.23 2.3.1.157]									"
"5108","K04043",0,0,3,0,0,0,0,0,0,5,430,4,8881,"Genetic Information Processing","Folding sorting and degradation",3018,"RNA degradation [PATH:ko03018]","dnaK; molecular chaperone DnaK									",""
"5109","K04044",2,0,0,0,58,0,2,11,8,9,13,13,16636,"","",NA,"","molecular chaperone HscA",""
"5110","K04046",2973,2538,1168,503,4168,1172,835,2974,1689,2784,3098,3045,16179,"","",NA,"","hypothetical chaperone protein",""
"5111","K04047",209,47,0,0,360,0,0,156,0,448,1006,0,19382,"","",NA,"","starvation-inducible DNA-binding protein",""
"5112","K04061",0,0,0,0,0,0,0,0,0,36,0,0,16849,"","",NA,"",NA,""
"5113","K04062",0,0,0,0,0,0,0,0,0,152,0,0,16850,"","",NA,"",NA,""
"5114","K04065",2057,1213,490,428,1827,356,125,1331,1443,1733,1842,2798,16178,"","",NA,"","hyperosmotically inducible periplasmic protein",""
"5115","K04066",312,456,48,113,482,132,115,316,227,175,614,383,9103,"Genetic Information Processing","Replication and repair",3440,"Homologous recombination [PATH:ko03440]","priA; primosomal protein N' (replication factor Y) (superfamily II helicase) ","[EC:3.6.4.-]									"
"5116","K04068",10,89,0,25,134,258,0,105,42,85,75,133,15394,"","",NA,"","anaerobic ribonucleoside-triphosphate reductase activating protein ",""
"5117","K04069",1480,2007,628,385,2268,657,245,3150,2364,2576,2220,3800,19153,"","",NA,"","pyruvate formate lyase activating enzyme ",""
"5118","K04070",25,116,38,15,107,31,0,400,163,407,94,326,19109,"","",NA,"","putative pyruvate formate lyase activating enzyme ",""
"5119","K04071",32,0,12,0,0,3,45,0,4,8,0,29,5703,"Metabolism","Metabolism of cofactors and vitamins",790,"Folate biosynthesis [PATH:ko00790]","E1.1.1.220; 6-pyruvoyltetrahydropterin 2'-reductase ","[EC:1.1.1.220]									"
"5120","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,7118,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5121","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,1692,"Metabolism","Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5122","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,7505,"Metabolism","Xenobiotics biodegradation and metabolism",621,"Dioxin degradation [PATH:ko00621]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5123","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,756,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5124","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,7405,"Metabolism","Xenobiotics biodegradation and metabolism",622,"Xylene degradation [PATH:ko00622]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5125","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,4736,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5126","K04073",3774,2107,898,682,3205,1137,279,1650,2085,2699,2441,2152,1983,"Metabolism","Carbohydrate metabolism",650,"Butanoate metabolism [PATH:ko00650]","mhpF; acetaldehyde dehydrogenase ","[EC:1.2.1.10]									"
"5127","K04074",0,0,0,0,0,0,0,200,0,74,200,341,16851,"","",NA,"",NA,""
"5128","K04075",3521,3405,1221,593,5193,1169,930,3568,3221,3926,3581,4801,19537,"","",NA,"","tRNA(Ile)-lysidine synthase ",""
"5129","K04076",45,193,29,32,125,192,38,126,104,68,15,374,16491,"","",NA,"","Lon-like ATP-dependent protease ",""
"5130","K04077",0,0,0,0,0,0,0,0,0,0,304,0,8882,"Genetic Information Processing","Folding sorting and degradation",3018,"RNA degradation [PATH:ko03018]","groEL	 HSPD1; chaperonin GroEL								",""
"5131","K04078",2643,1304,785,330,3056,635,648,2216,1814,2161,2273,2637,15610,"","",NA,"","chaperonin GroES",""
"5132","K04079",94,117,0,0,245,436,0,55,18,29,452,174,12646,"Environmental Information Processing","Signal transduction",4151,"PI3K-Akt signaling pathway [PATH:ko04151]","htpG	 HSP90A; molecular chaperone HtpG								",""
"5133","K04079",94,117,0,0,245,436,0,55,18,29,452,174,8514,"Genetic Information Processing","Folding sorting and degradation",4141,"Protein processing in endoplasmic reticulum [PATH:ko04141]","htpG	 HSP90A; molecular chaperone HtpG								",""
"5134","K04080",2854,2953,1387,346,5425,1073,908,2798,3172,3196,2811,3779,16638,"","",NA,"","molecular chaperone IbpA",""
"5135","K04082",7,53,0,0,19,8,22,18,41,6,83,14,16637,"","",NA,"","molecular chaperone HscB",""
"5136","K04083",0,0,0,0,0,0,0,0,0,0,111,0,16852,"","",NA,"",NA,""
"5137","K04084",668,569,237,178,998,138,70,701,498,653,676,869,19436,"","",NA,"","thiol",""
"5138","K04085",7605,5965,2573,1415,7754,1445,206,8478,8471,8883,6502,10230,8745,"Genetic Information Processing","Folding sorting and degradation",4122,"Sulfur relay system [PATH:ko04122]","tusA	 sirA; tRNA 2-thiouridine synthesizing protein A ","[EC:2.8.1.-]								"
"5139","K04087",448,0,90,90,358,90,0,231,0,90,90,90,16565,"","",NA,"","membrane protease subunit HflC ",""
"5140","K04091",1235,823,415,192,1825,453,511,1777,1244,1304,1531,2258,2820,"Metabolism","Energy metabolism",920,"Sulfur metabolism [PATH:ko00920]","ssuD; alkanesulfonate monooxygenase ","[EC:1.14.14.5]									"
"5141","K04093",0,0,0,37,0,0,0,85,0,40,0,150,702,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","pheA1; chorismate mutase ","[EC:5.4.99.5]									"
"5142","K04093",0,0,0,37,0,0,0,85,0,40,0,150,4843,"Metabolism","Amino acid metabolism",400,"Phenylalanine tyrosine and tryptophan biosynthesis [PATH:ko00400]","pheA1; chorismate mutase ","[EC:5.4.99.5]									"
"5143","K04094",5649,5991,1902,1371,8951,2604,1476,6545,6910,6560,7358,10372,16070,"","",NA,"","glucose inhibited division protein Gid",""
"5144","K04095",1355,825,191,885,1778,512,56,734,848,944,1063,1298,15602,"","",NA,"","cell filamentation protein",""
"5145","K04096",233,229,114,191,223,522,0,553,92,365,287,318,15805,"","",NA,"","DNA processing protein",""
"5146","K04097",2218,1929,566,591,3371,678,453,1849,1718,1519,2201,2186,7617,"Metabolism","Xenobiotics biodegradation and metabolism",980,"Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]","HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase ","[EC:5.3.99.2 2.5.1.18]									"
"5147","K04097",2218,1929,566,591,3371,678,453,1849,1718,1519,2201,2186,5074,"Metabolism","Metabolism of other amino acids",480,"Glutathione metabolism [PATH:ko00480]","HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase ","[EC:5.3.99.2 2.5.1.18]									"
"5148","K04097",2218,1929,566,591,3371,678,453,1849,1718,1519,2201,2186,7654,"Metabolism","Xenobiotics biodegradation and metabolism",982,"Drug metabolism - cytochrome P450 [PATH:ko00982]","HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase ","[EC:5.3.99.2 2.5.1.18]									"
"5149","K04097",2218,1929,566,591,3371,678,453,1849,1718,1519,2201,2186,3405,"Metabolism","Lipid metabolism",590,"Arachidonic acid metabolism [PATH:ko00590]","HPGDS; prostaglandin-H2 D-isomerase / glutathione transferase ","[EC:5.3.99.2 2.5.1.18]									"
"5150","K04098",490,289,94,103,550,194,65,456,353,378,515,406,7123,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","chqB; hydroxyquinol 1	2-dioxygenase ","[EC:1.13.11.37]								"
"5151","K04098",490,289,94,103,550,194,65,456,353,378,515,406,7313,"Metabolism","Xenobiotics biodegradation and metabolism",361,"Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]","chqB; hydroxyquinol 1	2-dioxygenase ","[EC:1.13.11.37]								"
"5152","K04099",1527,1650,367,232,1735,710,148,1129,1750,1317,2485,2740,7216,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","desB	 galA; gallate dioxygenase ","[EC:1.13.11.57]								"
"5153","K04100",2281,2397,548,402,3318,1359,372,2339,2304,1608,2360,4233,7130,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","ligA; protocatechuate 4	5-dioxygenase	 alpha chain ","[EC:1.13.11.8]							"
"5154","K04100",2281,2397,548,402,3318,1359,372,2339,2304,1608,2360,4233,7214,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","ligA; protocatechuate 4	5-dioxygenase	 alpha chain ","[EC:1.13.11.8]							"
"5155","K04100",2281,2397,548,402,3318,1359,372,2339,2304,1608,2360,4233,7585,"Metabolism","Xenobiotics biodegradation and metabolism",624,"Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]","ligA; protocatechuate 4	5-dioxygenase	 alpha chain ","[EC:1.13.11.8]							"
"5156","K04101",2345,2015,414,311,2040,414,311,1992,1498,1855,1835,3152,7586,"Metabolism","Xenobiotics biodegradation and metabolism",624,"Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]","ligB; protocatechuate 4	5-dioxygenase	 beta chain ","[EC:1.13.11.8]							"
"5157","K04101",2345,2015,414,311,2040,414,311,1992,1498,1855,1835,3152,7131,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","ligB; protocatechuate 4	5-dioxygenase	 beta chain ","[EC:1.13.11.8]							"
"5158","K04101",2345,2015,414,311,2040,414,311,1992,1498,1855,1835,3152,7215,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","ligB; protocatechuate 4	5-dioxygenase	 beta chain ","[EC:1.13.11.8]							"
"5159","K04102",2675,2631,685,288,3217,782,449,3995,4868,4120,3875,5907,7573,"Metabolism","Xenobiotics biodegradation and metabolism",624,"Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]","pht5; 4	5-dihydroxyphthalate decarboxylase ","[EC:4.1.1.55]								"
"5160","K04103",395,717,184,34,1251,289,160,1313,1044,1782,675,561,4790,"Metabolism","Amino acid metabolism",380,"Tryptophan metabolism [PATH:ko00380]","E4.1.1.74	 ipdC; indolepyruvate decarboxylase ","[EC:4.1.1.74]								"
"5161","K04105",791,980,340,282,1511,307,154,1099,1066,952,1187,1773,7141,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","hbaA; 4-hydroxybenzoate-CoA ligase ","[EC:6.2.1.27 6.2.1.25]									"
"5162","K04105",791,980,340,282,1511,307,154,1099,1066,952,1187,1773,7186,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","hbaA; 4-hydroxybenzoate-CoA ligase ","[EC:6.2.1.27 6.2.1.25]									"
"5163","K04105",791,980,340,282,1511,307,154,1099,1066,952,1187,1773,835,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","hbaA; 4-hydroxybenzoate-CoA ligase ","[EC:6.2.1.27 6.2.1.25]									"
"5164","K04107",2659,2652,706,540,4614,735,568,3791,3728,2800,3152,5196,7187,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","hcrC	 hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma ","[EC:1.3.7.9]								"
"5165","K04107",2659,2652,706,540,4614,735,568,3791,3728,2800,3152,5196,836,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","hcrC	 hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma ","[EC:1.3.7.9]								"
"5166","K04107",2659,2652,706,540,4614,735,568,3791,3728,2800,3152,5196,7143,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","hcrC	 hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma ","[EC:1.3.7.9]								"
"5167","K04108",499,786,197,212,1097,293,144,1170,1110,1188,883,1877,7188,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","hcrA	 hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha ","[EC:1.3.7.9]								"
"5168","K04108",499,786,197,212,1097,293,144,1170,1110,1188,883,1877,837,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","hcrA	 hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha ","[EC:1.3.7.9]								"
"5169","K04108",499,786,197,212,1097,293,144,1170,1110,1188,883,1877,7144,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","hcrA	 hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha ","[EC:1.3.7.9]								"
"5170","K04109",655,331,135,150,680,342,127,597,306,526,565,1092,7145,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","hcrB	 hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta ","[EC:1.3.7.9]								"
"5171","K04109",655,331,135,150,680,342,127,597,306,526,565,1092,7189,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","hcrB	 hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta ","[EC:1.3.7.9]								"
"5172","K04109",655,331,135,150,680,342,127,597,306,526,565,1092,838,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","hcrB	 hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta ","[EC:1.3.7.9]								"
"5173","K04110",791,980,340,282,1511,307,154,1099,1066,952,1187,1773,7146,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","badA; benzoate-CoA ligase ","[EC:6.2.1.25]									"
"5174","K04110",791,980,340,282,1511,307,154,1099,1066,952,1187,1773,7179,"Metabolism","Xenobiotics biodegradation and metabolism",627,"Aminobenzoate degradation [PATH:ko00627]","badA; benzoate-CoA ligase ","[EC:6.2.1.25]									"
"5175","K04112",844,666,271,295,1771,573,170,1119,1673,1927,1046,2180,7147,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","bcrC	 badD; benzoyl-CoA reductase subunit C ","[EC:1.3.7.8]								"
"5176","K04112",844,666,271,295,1771,573,170,1119,1673,1927,1046,2180,839,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","bcrC	 badD; benzoyl-CoA reductase subunit C ","[EC:1.3.7.8]								"
"5177","K04113",1115,1631,360,357,1794,755,370,2107,2455,2740,1197,3293,840,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","bcrB	 badE; benzoyl-CoA reductase subunit B ","[EC:1.3.7.8]								"
"5178","K04113",1115,1631,360,357,1794,755,370,2107,2455,2740,1197,3293,7148,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","bcrB	 badE; benzoyl-CoA reductase subunit B ","[EC:1.3.7.8]								"
"5179","K04114",836,738,122,185,907,206,96,861,1001,1354,457,1630,841,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","bcrA	 badF; benzoyl-CoA reductase subunit A ","[EC:1.3.7.8]								"
"5180","K04114",836,738,122,185,907,206,96,861,1001,1354,457,1630,7149,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","bcrA	 badF; benzoyl-CoA reductase subunit A ","[EC:1.3.7.8]								"
"5181","K04115",825,499,210,0,837,695,401,1644,732,1348,794,1374,7150,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","bcrD	 badG; benzoyl-CoA reductase subunit D ","[EC:1.3.7.8]								"
"5182","K04115",825,499,210,0,837,695,401,1644,732,1348,794,1374,842,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","bcrD	 badG; benzoyl-CoA reductase subunit D ","[EC:1.3.7.8]								"
"5183","K04119",30,23,0,0,52,5,0,19,0,14,16,31,3097,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","AKR1C3; aldo-keto reductase family 1 member C3 ","[EC:1.1.1.64 1.1.1.188 1.1.1.213]									"
"5184","K04119",30,23,0,0,52,5,0,19,0,14,16,31,3406,"Metabolism","Lipid metabolism",590,"Arachidonic acid metabolism [PATH:ko00590]","AKR1C3; aldo-keto reductase family 1 member C3 ","[EC:1.1.1.64 1.1.1.188 1.1.1.213]									"
"5185","K04120",7,0,0,10,20,15,0,7,6,33,29,21,6109,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","E5.5.1.13; ent-copalyl diphosphate synthase ","[EC:5.5.1.13]									"
"5186","K04121",0,0,0,0,0,0,0,0,0,0,0,3,6110,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","E4.2.3.19; ent-kaurene synthase ","[EC:4.2.3.19]									"
"5187","K04122",0,0,0,0,11,0,10,0,0,3,0,0,6111,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","GA3	 CYP701; ent-kaurene oxidase ","[EC:1.14.13.78]								"
"5188","K04123",0,0,0,0,0,0,0,0,4,0,0,0,6112,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","KAO; ent-kaurenoic acid hydroxylase ","[EC:1.14.13.79]									"
